#    L    TT             EE             TE             PP             TP          
  1209   0.101797E+04   0.185652E+02   0.118068E+02   0.226440E+06   0.106216E+02
  1210   0.101291E+04   0.187771E+02   0.120137E+02   0.226129E+06   0.108493E+02
  1211   0.100783E+04   0.189904E+02   0.122010E+02   0.225819E+06   0.110781E+02
  1212   0.100276E+04   0.192050E+02   0.123686E+02   0.225509E+06   0.113080E+02
  1213   0.997680E+03   0.194209E+02   0.125165E+02   0.225200E+06   0.115390E+02
  1214   0.992599E+03   0.196380E+02   0.126446E+02   0.224891E+06   0.117709E+02
  1215   0.987526E+03   0.198561E+02   0.127530E+02   0.224584E+06   0.120038E+02
  1216   0.982445E+03   0.200751E+02   0.128417E+02   0.224276E+06   0.122375E+02
  1217   0.977371E+03   0.202950E+02   0.129107E+02   0.223970E+06   0.124721E+02
  1218   0.972305E+03   0.205156E+02   0.129600E+02   0.223664E+06   0.127075E+02
  1219   0.967246E+03   0.207368E+02   0.129895E+02   0.223359E+06   0.129437E+02
  1220   0.962187E+03   0.209585E+02   0.129995E+02   0.223055E+06   0.131805E+02
  1221   0.957150E+03   0.211806E+02   0.129898E+02   0.222751E+06   0.134180E+02
  1222   0.952113E+03   0.214031E+02   0.129605E+02   0.222447E+06   0.136561E+02
  1223   0.947099E+03   0.216257E+02   0.129117E+02   0.222145E+06   0.138947E+02
  1224   0.942092E+03   0.218484E+02   0.128435E+02   0.221843E+06   0.141339E+02
  1225   0.937107E+03   0.220712E+02   0.127561E+02   0.221542E+06   0.143735E+02
  1226   0.932137E+03   0.222939E+02   0.126496E+02   0.221241E+06   0.146136E+02
  1227   0.927189E+03   0.225164E+02   0.125239E+02   0.220941E+06   0.148540E+02
  1228   0.922263E+03   0.227386E+02   0.123795E+02   0.220642E+06   0.150948E+02
  1229   0.917368E+03   0.229605E+02   0.122163E+02   0.220343E+06   0.153358E+02
  1230   0.912494E+03   0.231819E+02   0.120344E+02   0.220045E+06   0.155771E+02
  1231   0.907643E+03   0.234028E+02   0.118339E+02   0.219748E+06   0.158186E+02
  1232   0.902821E+03   0.236230E+02   0.116152E+02   0.219451E+06   0.160602E+02
  1233   0.898037E+03   0.238424E+02   0.113782E+02   0.219155E+06   0.163019E+02
  1234   0.893274E+03   0.240610E+02   0.111230E+02   0.218860E+06   0.165436E+02
  1235   0.888549E+03   0.242785E+02   0.108499E+02   0.218565E+06   0.167854E+02
  1236   0.883854E+03   0.244951E+02   0.105589E+02   0.218270E+06   0.170271E+02
  1237   0.879195E+03   0.247104E+02   0.102502E+02   0.217977E+06   0.172687E+02
  1238   0.874574E+03   0.249245E+02   0.992404E+01   0.217684E+06   0.175101E+02
  1239   0.869990E+03   0.251372E+02   0.958058E+01   0.217391E+06   0.177514E+02
  1240   0.865443E+03   0.253484E+02   0.922004E+01   0.217100E+06   0.179925E+02
  1241   0.860941E+03   0.255581E+02   0.884263E+01   0.216808E+06   0.182332E+02
  1242   0.856483E+03   0.257662E+02   0.844858E+01   0.216518E+06   0.184737E+02
  1243   0.852062E+03   0.259725E+02   0.803804E+01   0.216228E+06   0.187138E+02
  1244   0.847686E+03   0.261771E+02   0.761115E+01   0.215939E+06   0.189534E+02
  1245   0.843355E+03   0.263796E+02   0.716827E+01   0.215650E+06   0.191926E+02
  1246   0.839075E+03   0.265802E+02   0.670958E+01   0.215362E+06   0.194313E+02
  1247   0.834840E+03   0.267787E+02   0.623529E+01   0.215074E+06   0.196694E+02
  1248   0.830657E+03   0.269750E+02   0.574564E+01   0.214788E+06   0.199069E+02
  1249   0.826518E+03   0.271689E+02   0.524085E+01   0.214501E+06   0.201438E+02
  1250   0.822439E+03   0.273604E+02   0.472117E+01   0.214216E+06   0.203800E+02
  1251   0.818405E+03   0.275496E+02   0.418688E+01   0.213931E+06   0.206154E+02
  1252   0.814422E+03   0.277362E+02   0.363829E+01   0.213646E+06   0.208501E+02
  1253   0.810499E+03   0.279202E+02   0.307571E+01   0.213362E+06   0.210840E+02
  1254   0.806628E+03   0.281016E+02   0.249945E+01   0.213079E+06   0.213173E+02
  1255   0.802816E+03   0.282802E+02   0.190983E+01   0.212796E+06   0.215498E+02
  1256   0.799064E+03   0.284560E+02   0.130715E+01   0.212514E+06   0.217816E+02
  1257   0.795371E+03   0.286290E+02   0.691703E+00   0.212233E+06   0.220128E+02
  1258   0.791738E+03   0.287991E+02   0.638159E-01   0.211952E+06   0.222432E+02
  1259   0.788157E+03   0.289661E+02  -0.576209E+00   0.211671E+06   0.224730E+02
  1260   0.784650E+03   0.291301E+02  -0.122806E+01   0.211392E+06   0.227021E+02
  1261   0.781194E+03   0.292909E+02  -0.189144E+01   0.211112E+06   0.229306E+02
  1262   0.777806E+03   0.294485E+02  -0.256603E+01   0.210834E+06   0.231583E+02
  1263   0.774485E+03   0.296028E+02  -0.325153E+01   0.210556E+06   0.233855E+02
  1264   0.771223E+03   0.297538E+02  -0.394761E+01   0.210278E+06   0.236120E+02
  1265   0.768028E+03   0.299013E+02  -0.465395E+01   0.210001E+06   0.238379E+02
  1266   0.764892E+03   0.300454E+02  -0.537019E+01   0.209725E+06   0.240632E+02
  1267   0.761830E+03   0.301859E+02  -0.609598E+01   0.209449E+06   0.242879E+02
  1268   0.758836E+03   0.303229E+02  -0.683097E+01   0.209174E+06   0.245119E+02
  1269   0.755908E+03   0.304563E+02  -0.757481E+01   0.208900E+06   0.247354E+02
  1270   0.753047E+03   0.305860E+02  -0.832718E+01   0.208625E+06   0.249583E+02
  1271   0.750253E+03   0.307119E+02  -0.908765E+01   0.208352E+06   0.251807E+02
  1272   0.747533E+03   0.308341E+02  -0.985600E+01   0.208079E+06   0.254024E+02
  1273   0.744880E+03   0.309523E+02  -0.106317E+02   0.207807E+06   0.256236E+02
  1274   0.742293E+03   0.310668E+02  -0.114146E+02   0.207535E+06   0.258443E+02
  1275   0.739780E+03   0.311773E+02  -0.122041E+02   0.207264E+06   0.260644E+02
  1276   0.737338E+03   0.312839E+02  -0.130000E+02   0.206993E+06   0.262840E+02
  1277   0.734967E+03   0.313865E+02  -0.138020E+02   0.206723E+06   0.265031E+02
  1278   0.732668E+03   0.314850E+02  -0.146095E+02   0.206453E+06   0.267216E+02
  1279   0.730440E+03   0.315793E+02  -0.154224E+02   0.206184E+06   0.269397E+02
  1280   0.728284E+03   0.316697E+02  -0.162402E+02   0.205916E+06   0.271572E+02
  1281   0.726200E+03   0.317557E+02  -0.170626E+02   0.205648E+06   0.273743E+02
  1282   0.724188E+03   0.318376E+02  -0.178892E+02   0.205381E+06   0.275909E+02
  1283   0.722248E+03   0.319153E+02  -0.187196E+02   0.205114E+06   0.278070E+02
  1284   0.720380E+03   0.319885E+02  -0.195535E+02   0.204847E+06   0.280227E+02
  1285   0.718585E+03   0.320575E+02  -0.203905E+02   0.204582E+06   0.282379E+02
  1286   0.716862E+03   0.321221E+02  -0.212303E+02   0.204316E+06   0.284526E+02
  1287   0.715212E+03   0.321823E+02  -0.220724E+02   0.204052E+06   0.286670E+02
  1288   0.713633E+03   0.322381E+02  -0.229165E+02   0.203788E+06   0.288809E+02
  1289   0.712127E+03   0.322896E+02  -0.237621E+02   0.203524E+06   0.290944E+02
  1290   0.710694E+03   0.323366E+02  -0.246090E+02   0.203261E+06   0.293074E+02
  1291   0.709334E+03   0.323792E+02  -0.254567E+02   0.202998E+06   0.295201E+02
  1292   0.708045E+03   0.324174E+02  -0.263050E+02   0.202736E+06   0.297324E+02
  1293   0.706829E+03   0.324512E+02  -0.271532E+02   0.202475E+06   0.299443E+02
  1294   0.705685E+03   0.324805E+02  -0.280014E+02   0.202214E+06   0.301558E+02
  1295   0.704612E+03   0.325053E+02  -0.288488E+02   0.201953E+06   0.303669E+02
  1296   0.703611E+03   0.325257E+02  -0.296953E+02   0.201694E+06   0.305777E+02
  1297   0.702680E+03   0.325415E+02  -0.305405E+02   0.201434E+06   0.307882E+02
  1298   0.701821E+03   0.325529E+02  -0.313840E+02   0.201175E+06   0.309983E+02
  1299   0.701031E+03   0.325597E+02  -0.322254E+02   0.200917E+06   0.312081E+02
  1300   0.700312E+03   0.325620E+02  -0.330645E+02   0.200659E+06   0.314175E+02
  1301   0.699662E+03   0.325597E+02  -0.339008E+02   0.200402E+06   0.316266E+02
  1302   0.699081E+03   0.325530E+02  -0.347340E+02   0.200145E+06   0.318353E+02
  1303   0.698569E+03   0.325418E+02  -0.355638E+02   0.199889E+06   0.320433E+02
  1304   0.698124E+03   0.325260E+02  -0.363898E+02   0.199633E+06   0.322506E+02
  1305   0.697748E+03   0.325059E+02  -0.372117E+02   0.199377E+06   0.324570E+02
  1306   0.697438E+03   0.324813E+02  -0.380291E+02   0.199123E+06   0.326623E+02
  1307   0.697196E+03   0.324523E+02  -0.388417E+02   0.198868E+06   0.328665E+02
  1308   0.697019E+03   0.324188E+02  -0.396491E+02   0.198615E+06   0.330693E+02
  1309   0.696908E+03   0.323809E+02  -0.404510E+02   0.198361E+06   0.332707E+02
  1310   0.696860E+03   0.323387E+02  -0.412471E+02   0.198109E+06   0.334704E+02
  1311   0.696877E+03   0.322920E+02  -0.420370E+02   0.197856E+06   0.336683E+02
  1312   0.696957E+03   0.322410E+02  -0.428204E+02   0.197604E+06   0.338643E+02
  1313   0.697100E+03   0.321855E+02  -0.435969E+02   0.197353E+06   0.340583E+02
  1314   0.697304E+03   0.321258E+02  -0.443663E+02   0.197102E+06   0.342500E+02
  1315   0.697570E+03   0.320618E+02  -0.451282E+02   0.196852E+06   0.344394E+02
  1316   0.697895E+03   0.319935E+02  -0.458823E+02   0.196602E+06   0.346263E+02
  1317   0.698280E+03   0.319212E+02  -0.466285E+02   0.196353E+06   0.348105E+02
  1318   0.698724E+03   0.318446E+02  -0.473662E+02   0.196104E+06   0.349920E+02
  1319   0.699225E+03   0.317640E+02  -0.480953E+02   0.195856E+06   0.351704E+02
  1320   0.699783E+03   0.316792E+02  -0.488155E+02   0.195608E+06   0.353459E+02
  1321   0.700397E+03   0.315905E+02  -0.495263E+02   0.195361E+06   0.355180E+02
  1322   0.701067E+03   0.314979E+02  -0.502277E+02   0.195114E+06   0.356868E+02
  1323   0.701791E+03   0.314013E+02  -0.509193E+02   0.194867E+06   0.358521E+02
  1324   0.702568E+03   0.313008E+02  -0.516008E+02   0.194621E+06   0.360137E+02
  1325   0.703397E+03   0.311964E+02  -0.522719E+02   0.194376E+06   0.361715E+02
  1326   0.704278E+03   0.310883E+02  -0.529323E+02   0.194131E+06   0.363253E+02
  1327   0.705209E+03   0.309763E+02  -0.535820E+02   0.193886E+06   0.364750E+02
  1328   0.706189E+03   0.308605E+02  -0.542204E+02   0.193642E+06   0.366205E+02
  1329   0.707216E+03   0.307411E+02  -0.548474E+02   0.193399E+06   0.367616E+02
  1330   0.708291E+03   0.306181E+02  -0.554628E+02   0.193156E+06   0.368981E+02
  1331   0.709412E+03   0.304915E+02  -0.560663E+02   0.192913E+06   0.370299E+02
  1332   0.710577E+03   0.303613E+02  -0.566577E+02   0.192671E+06   0.371569E+02
  1333   0.711787E+03   0.302276E+02  -0.572368E+02   0.192429E+06   0.372789E+02
  1334   0.713039E+03   0.300906E+02  -0.578033E+02   0.192188E+06   0.373958E+02
  1335   0.714332E+03   0.299502E+02  -0.583569E+02   0.191948E+06   0.375074E+02
  1336   0.715665E+03   0.298065E+02  -0.588976E+02   0.191707E+06   0.376135E+02
  1337   0.717038E+03   0.296595E+02  -0.594251E+02   0.191467E+06   0.377142E+02
  1338   0.718449E+03   0.295094E+02  -0.599392E+02   0.191228E+06   0.378091E+02
  1339   0.719896E+03   0.293562E+02  -0.604397E+02   0.190989E+06   0.378981E+02
  1340   0.721378E+03   0.291999E+02  -0.609264E+02   0.190751E+06   0.379811E+02
  1341   0.722896E+03   0.290405E+02  -0.613992E+02   0.190513E+06   0.380580E+02
  1342   0.724446E+03   0.288783E+02  -0.618577E+02   0.190275E+06   0.381286E+02
  1343   0.726028E+03   0.287132E+02  -0.623019E+02   0.190038E+06   0.381928E+02
  1344   0.727640E+03   0.285452E+02  -0.627316E+02   0.189802E+06   0.382503E+02
  1345   0.729281E+03   0.283745E+02  -0.631466E+02   0.189565E+06   0.383011E+02
  1346   0.730950E+03   0.282011E+02  -0.635467E+02   0.189330E+06   0.383451E+02
  1347   0.732646E+03   0.280250E+02  -0.639319E+02   0.189094E+06   0.383820E+02
  1348   0.734366E+03   0.278463E+02  -0.643018E+02   0.188860E+06   0.384117E+02
  1349   0.736111E+03   0.276652E+02  -0.646563E+02   0.188625E+06   0.384342E+02
  1350   0.737878E+03   0.274817E+02  -0.649956E+02   0.188391E+06   0.384491E+02
  1351   0.739667E+03   0.272958E+02  -0.653194E+02   0.188158E+06   0.384566E+02
  1352   0.741476E+03   0.271076E+02  -0.656276E+02   0.187925E+06   0.384567E+02
  1353   0.743306E+03   0.269173E+02  -0.659202E+02   0.187692E+06   0.384498E+02
  1354   0.745147E+03   0.267250E+02  -0.661971E+02   0.187460E+06   0.384362E+02
  1355   0.747011E+03   0.265306E+02  -0.664582E+02   0.187228E+06   0.384162E+02
  1356   0.748890E+03   0.263344E+02  -0.667035E+02   0.186997E+06   0.383901E+02
  1357   0.750784E+03   0.261364E+02  -0.669329E+02   0.186766E+06   0.383582E+02
  1358   0.752692E+03   0.259366E+02  -0.671463E+02   0.186536E+06   0.383208E+02
  1359   0.754608E+03   0.257351E+02  -0.673437E+02   0.186306E+06   0.382782E+02
  1360   0.756532E+03   0.255320E+02  -0.675249E+02   0.186076E+06   0.382307E+02
  1361   0.758463E+03   0.253274E+02  -0.676899E+02   0.185847E+06   0.381785E+02
  1362   0.760409E+03   0.251213E+02  -0.678387E+02   0.185618E+06   0.381221E+02
  1363   0.762355E+03   0.249138E+02  -0.679712E+02   0.185390E+06   0.380617E+02
  1364   0.764308E+03   0.247051E+02  -0.680874E+02   0.185162E+06   0.379975E+02
  1365   0.766269E+03   0.244951E+02  -0.681874E+02   0.184935E+06   0.379300E+02
  1366   0.768223E+03   0.242840E+02  -0.682710E+02   0.184708E+06   0.378594E+02
  1367   0.770184E+03   0.240719E+02  -0.683382E+02   0.184481E+06   0.377860E+02
  1368   0.772145E+03   0.238587E+02  -0.683892E+02   0.184255E+06   0.377100E+02
  1369   0.774098E+03   0.236448E+02  -0.684238E+02   0.184030E+06   0.376319E+02
  1370   0.776059E+03   0.234300E+02  -0.684421E+02   0.183804E+06   0.375519E+02
  1371   0.778005E+03   0.232145E+02  -0.684441E+02   0.183579E+06   0.374703E+02
  1372   0.779952E+03   0.229984E+02  -0.684299E+02   0.183355E+06   0.373874E+02
  1373   0.781890E+03   0.227818E+02  -0.683995E+02   0.183131E+06   0.373035E+02
  1374   0.783822E+03   0.225647E+02  -0.683530E+02   0.182907E+06   0.372189E+02
  1375   0.785739E+03   0.223472E+02  -0.682903E+02   0.182684E+06   0.371339E+02
  1376   0.787648E+03   0.221295E+02  -0.682116E+02   0.182461E+06   0.370488E+02
  1377   0.789550E+03   0.219115E+02  -0.681169E+02   0.182239E+06   0.369639E+02
  1378   0.791437E+03   0.216934E+02  -0.680061E+02   0.182017E+06   0.368796E+02
  1379   0.793309E+03   0.214752E+02  -0.678795E+02   0.181795E+06   0.367960E+02
  1380   0.795159E+03   0.212572E+02  -0.677370E+02   0.181574E+06   0.367135E+02
  1381   0.797001E+03   0.210391E+02  -0.675787E+02   0.181353E+06   0.366325E+02
  1382   0.798821E+03   0.208212E+02  -0.674045E+02   0.181133E+06   0.365532E+02
  1383   0.800619E+03   0.206036E+02  -0.672146E+02   0.180913E+06   0.364759E+02
  1384   0.802395E+03   0.203862E+02  -0.670091E+02   0.180694E+06   0.364009E+02
  1385   0.804156E+03   0.201693E+02  -0.667882E+02   0.180474E+06   0.363285E+02
  1386   0.805894E+03   0.199530E+02  -0.665520E+02   0.180256E+06   0.362590E+02
  1387   0.807603E+03   0.197372E+02  -0.663006E+02   0.180037E+06   0.361927E+02
  1388   0.809290E+03   0.195221E+02  -0.660343E+02   0.179819E+06   0.361300E+02
  1389   0.810947E+03   0.193077E+02  -0.657531E+02   0.179602E+06   0.360711E+02
  1390   0.812582E+03   0.190942E+02  -0.654572E+02   0.179385E+06   0.360163E+02
  1391   0.814187E+03   0.188816E+02  -0.651468E+02   0.179168E+06   0.359659E+02
  1392   0.815762E+03   0.186700E+02  -0.648219E+02   0.178952E+06   0.359202E+02
  1393   0.817315E+03   0.184595E+02  -0.644828E+02   0.178736E+06   0.358795E+02
  1394   0.818831E+03   0.182501E+02  -0.641294E+02   0.178520E+06   0.358442E+02
  1395   0.820310E+03   0.180419E+02  -0.637621E+02   0.178305E+06   0.358145E+02
  1396   0.821759E+03   0.178350E+02  -0.633809E+02   0.178090E+06   0.357907E+02
  1397   0.823179E+03   0.176294E+02  -0.629859E+02   0.177876E+06   0.357731E+02
  1398   0.824554E+03   0.174253E+02  -0.625773E+02   0.177662E+06   0.357621E+02
  1399   0.825899E+03   0.172226E+02  -0.621554E+02   0.177448E+06   0.357578E+02
  1400   0.827199E+03   0.170215E+02  -0.617204E+02   0.177235E+06   0.357607E+02
  1401   0.828470E+03   0.168220E+02  -0.612724E+02   0.177022E+06   0.357710E+02
  1402   0.829697E+03   0.166243E+02  -0.608115E+02   0.176810E+06   0.357883E+02
  1403   0.830886E+03   0.164282E+02  -0.603382E+02   0.176598E+06   0.358126E+02
  1404   0.832038E+03   0.162340E+02  -0.598525E+02   0.176386E+06   0.358435E+02
  1405   0.833146E+03   0.160417E+02  -0.593547E+02   0.176175E+06   0.358807E+02
  1406   0.834209E+03   0.158515E+02  -0.588449E+02   0.175964E+06   0.359240E+02
  1407   0.835227E+03   0.156631E+02  -0.583234E+02   0.175753E+06   0.359731E+02
  1408   0.836209E+03   0.154769E+02  -0.577903E+02   0.175543E+06   0.360278E+02
  1409   0.837138E+03   0.152928E+02  -0.572460E+02   0.175333E+06   0.360878E+02
  1410   0.838030E+03   0.151109E+02  -0.566905E+02   0.175124E+06   0.361527E+02
  1411   0.838871E+03   0.149313E+02  -0.561241E+02   0.174915E+06   0.362224E+02
  1412   0.839666E+03   0.147540E+02  -0.555472E+02   0.174706E+06   0.362966E+02
  1413   0.840410E+03   0.145791E+02  -0.549598E+02   0.174498E+06   0.363749E+02
  1414   0.841109E+03   0.144066E+02  -0.543625E+02   0.174290E+06   0.364572E+02
  1415   0.841756E+03   0.142366E+02  -0.537553E+02   0.174082E+06   0.365432E+02
  1416   0.842359E+03   0.140692E+02  -0.531385E+02   0.173875E+06   0.366325E+02
  1417   0.842910E+03   0.139044E+02  -0.525125E+02   0.173668E+06   0.367250E+02
  1418   0.843416E+03   0.137422E+02  -0.518775E+02   0.173462E+06   0.368203E+02
  1419   0.843870E+03   0.135829E+02  -0.512337E+02   0.173256E+06   0.369182E+02
  1420   0.844272E+03   0.134262E+02  -0.505815E+02   0.173050E+06   0.370185E+02
  1421   0.844622E+03   0.132724E+02  -0.499211E+02   0.172845E+06   0.371208E+02
  1422   0.844920E+03   0.131215E+02  -0.492527E+02   0.172640E+06   0.372248E+02
  1423   0.845174E+03   0.129733E+02  -0.485766E+02   0.172435E+06   0.373304E+02
  1424   0.845368E+03   0.128283E+02  -0.478931E+02   0.172231E+06   0.374372E+02
  1425   0.845510E+03   0.126862E+02  -0.472024E+02   0.172027E+06   0.375451E+02
  1426   0.845601E+03   0.125471E+02  -0.465048E+02   0.171824E+06   0.376536E+02
  1427   0.845631E+03   0.124111E+02  -0.458006E+02   0.171621E+06   0.377625E+02
  1428   0.845610E+03   0.122783E+02  -0.450899E+02   0.171418E+06   0.378717E+02
  1429   0.845537E+03   0.121485E+02  -0.443734E+02   0.171215E+06   0.379807E+02
  1430   0.845412E+03   0.120219E+02  -0.436509E+02   0.171013E+06   0.380893E+02
  1431   0.845227E+03   0.118986E+02  -0.429230E+02   0.170812E+06   0.381974E+02
  1432   0.844991E+03   0.117786E+02  -0.421899E+02   0.170610E+06   0.383045E+02
  1433   0.844695E+03   0.116618E+02  -0.414518E+02   0.170409E+06   0.384104E+02
  1434   0.844347E+03   0.115483E+02  -0.407090E+02   0.170209E+06   0.385149E+02
  1435   0.843939E+03   0.114382E+02  -0.399620E+02   0.170008E+06   0.386177E+02
  1436   0.843480E+03   0.113315E+02  -0.392108E+02   0.169808E+06   0.387186E+02
  1437   0.842961E+03   0.112281E+02  -0.384559E+02   0.169609E+06   0.388171E+02
  1438   0.842383E+03   0.111281E+02  -0.376974E+02   0.169410E+06   0.389132E+02
  1439   0.841753E+03   0.110317E+02  -0.369359E+02   0.169211E+06   0.390065E+02
  1440   0.841070E+03   0.109387E+02  -0.361713E+02   0.169012E+06   0.390967E+02
  1441   0.840329E+03   0.108492E+02  -0.354041E+02   0.168814E+06   0.391836E+02
  1442   0.839528E+03   0.107632E+02  -0.346346E+02   0.168616E+06   0.392669E+02
  1443   0.838667E+03   0.106806E+02  -0.338629E+02   0.168419E+06   0.393463E+02
  1444   0.837755E+03   0.106017E+02  -0.330896E+02   0.168222E+06   0.394217E+02
  1445   0.836783E+03   0.105263E+02  -0.323146E+02   0.168025E+06   0.394926E+02
  1446   0.835751E+03   0.104544E+02  -0.315384E+02   0.167828E+06   0.395588E+02
  1447   0.834668E+03   0.103861E+02  -0.307614E+02   0.167632E+06   0.396202E+02
  1448   0.833525E+03   0.103214E+02  -0.299837E+02   0.167436E+06   0.396763E+02
  1449   0.832323E+03   0.102604E+02  -0.292057E+02   0.167241E+06   0.397270E+02
  1450   0.831069E+03   0.102029E+02  -0.284276E+02   0.167046E+06   0.397719E+02
  1451   0.829763E+03   0.101490E+02  -0.276498E+02   0.166851E+06   0.398108E+02
  1452   0.828397E+03   0.100987E+02  -0.268726E+02   0.166657E+06   0.398439E+02
  1453   0.826972E+03   0.100520E+02  -0.260963E+02   0.166463E+06   0.398710E+02
  1454   0.825495E+03   0.100090E+02  -0.253211E+02   0.166269E+06   0.398924E+02
  1455   0.823966E+03   0.996957E+01  -0.245474E+02   0.166076E+06   0.399081E+02
  1456   0.822385E+03   0.993376E+01  -0.237753E+02   0.165883E+06   0.399182E+02
  1457   0.820752E+03   0.990158E+01  -0.230052E+02   0.165690E+06   0.399227E+02
  1458   0.819060E+03   0.987290E+01  -0.222373E+02   0.165497E+06   0.399218E+02
  1459   0.817316E+03   0.984786E+01  -0.214718E+02   0.165305E+06   0.399154E+02
  1460   0.815519E+03   0.982646E+01  -0.207092E+02   0.165114E+06   0.399037E+02
  1461   0.813671E+03   0.980854E+01  -0.199496E+02   0.164922E+06   0.398868E+02
  1462   0.811770E+03   0.979420E+01  -0.191932E+02   0.164731E+06   0.398647E+02
  1463   0.809818E+03   0.978342E+01  -0.184405E+02   0.164540E+06   0.398376E+02
  1464   0.807813E+03   0.977613E+01  -0.176915E+02   0.164350E+06   0.398054E+02
  1465   0.805757E+03   0.977241E+01  -0.169465E+02   0.164160E+06   0.397683E+02
  1466   0.803656E+03   0.977218E+01  -0.162060E+02   0.163970E+06   0.397263E+02
  1467   0.801503E+03   0.977536E+01  -0.154700E+02   0.163781E+06   0.396795E+02
  1468   0.799305E+03   0.978211E+01  -0.147388E+02   0.163592E+06   0.396280E+02
  1469   0.797056E+03   0.979221E+01  -0.140129E+02   0.163403E+06   0.395719E+02
  1470   0.794754E+03   0.980580E+01  -0.132921E+02   0.163215E+06   0.395112E+02
  1471   0.792415E+03   0.982273E+01  -0.125771E+02   0.163026E+06   0.394461E+02
  1472   0.790025E+03   0.984308E+01  -0.118678E+02   0.162839E+06   0.393765E+02
  1473   0.787582E+03   0.986669E+01  -0.111646E+02   0.162651E+06   0.393026E+02
  1474   0.785102E+03   0.989373E+01  -0.104677E+02   0.162464E+06   0.392245E+02
  1475   0.782570E+03   0.992395E+01  -0.977738E+01   0.162277E+06   0.391422E+02
  1476   0.780001E+03   0.995753E+01  -0.909376E+01   0.162091E+06   0.390558E+02
  1477   0.777387E+03   0.999429E+01  -0.841721E+01   0.161904E+06   0.389654E+02
  1478   0.774729E+03   0.100342E+02  -0.774785E+01   0.161719E+06   0.388710E+02
  1479   0.772034E+03   0.100773E+02  -0.708590E+01   0.161533E+06   0.387728E+02
  1480   0.769294E+03   0.101235E+02  -0.643162E+01   0.161348E+06   0.386707E+02
  1481   0.766517E+03   0.101729E+02  -0.578520E+01   0.161163E+06   0.385650E+02
  1482   0.763695E+03   0.102253E+02  -0.514687E+01   0.160978E+06   0.384556E+02
  1483   0.760836E+03   0.102807E+02  -0.451679E+01   0.160794E+06   0.383427E+02
  1484   0.757947E+03   0.103391E+02  -0.389517E+01   0.160610E+06   0.382262E+02
  1485   0.755014E+03   0.104005E+02  -0.328221E+01   0.160426E+06   0.381064E+02
  1486   0.752051E+03   0.104647E+02  -0.267809E+01   0.160243E+06   0.379832E+02
  1487   0.749044E+03   0.105317E+02  -0.208302E+01   0.160060E+06   0.378568E+02
  1488   0.746007E+03   0.106016E+02  -0.149717E+01   0.159877E+06   0.377272E+02
  1489   0.742940E+03   0.106743E+02  -0.920727E+00   0.159695E+06   0.375945E+02
  1490   0.739832E+03   0.107497E+02  -0.353858E+00   0.159513E+06   0.374587E+02
  1491   0.736694E+03   0.108277E+02   0.203270E+00   0.159331E+06   0.373200E+02
  1492   0.733525E+03   0.109084E+02   0.750489E+00   0.159149E+06   0.371784E+02
  1493   0.730326E+03   0.109917E+02   0.128762E+01   0.158968E+06   0.370341E+02
  1494   0.727096E+03   0.110774E+02   0.181450E+01   0.158787E+06   0.368870E+02
  1495   0.723838E+03   0.111657E+02   0.233098E+01   0.158606E+06   0.367373E+02
  1496   0.720551E+03   0.112564E+02   0.283689E+01   0.158426E+06   0.365849E+02
  1497   0.717237E+03   0.113494E+02   0.333213E+01   0.158246E+06   0.364301E+02
  1498   0.713896E+03   0.114448E+02   0.381656E+01   0.158066E+06   0.362729E+02
  1499   0.710530E+03   0.115424E+02   0.429005E+01   0.157887E+06   0.361134E+02
  1500   0.707140E+03   0.116423E+02   0.475247E+01   0.157708E+06   0.359516E+02
  1501   0.703726E+03   0.117443E+02   0.520368E+01   0.157529E+06   0.357876E+02
  1502   0.700290E+03   0.118484E+02   0.564358E+01   0.157351E+06   0.356215E+02
  1503   0.696832E+03   0.119546E+02   0.607203E+01   0.157173E+06   0.354535E+02
  1504   0.693353E+03   0.120627E+02   0.648895E+01   0.156995E+06   0.352836E+02
  1505   0.689855E+03   0.121728E+02   0.689423E+01   0.156817E+06   0.351120E+02
  1506   0.686338E+03   0.122847E+02   0.728778E+01   0.156640E+06   0.349387E+02
  1507   0.682802E+03   0.123984E+02   0.766947E+01   0.156463E+06   0.347640E+02
  1508   0.679248E+03   0.125140E+02   0.803921E+01   0.156286E+06   0.345878E+02
  1509   0.675679E+03   0.126312E+02   0.839698E+01   0.156110E+06   0.344104E+02
  1510   0.672094E+03   0.127500E+02   0.874258E+01   0.155933E+06   0.342318E+02
  1511   0.668493E+03   0.128703E+02   0.907607E+01   0.155758E+06   0.340521E+02
  1512   0.664881E+03   0.129923E+02   0.939737E+01   0.155582E+06   0.338715E+02
  1513   0.661257E+03   0.131156E+02   0.970650E+01   0.155407E+06   0.336900E+02
  1514   0.657622E+03   0.132403E+02   0.100033E+02   0.155232E+06   0.335078E+02
  1515   0.653978E+03   0.133664E+02   0.102878E+02   0.155057E+06   0.333250E+02
  1516   0.650325E+03   0.134938E+02   0.105600E+02   0.154883E+06   0.331418E+02
  1517   0.646664E+03   0.136223E+02   0.108197E+02   0.154709E+06   0.329581E+02
  1518   0.642998E+03   0.137520E+02   0.110670E+02   0.154535E+06   0.327741E+02
  1519   0.639326E+03   0.138828E+02   0.113020E+02   0.154361E+06   0.325900E+02
  1520   0.635649E+03   0.140145E+02   0.115243E+02   0.154188E+06   0.324059E+02
