#    L    TT             EE             TE             PP             TP          
  2202   0.130648E+03   0.640235E+01  -0.111554E+01   0.805751E+05   0.278170E+02
  2203   0.130014E+03   0.642501E+01  -0.119311E+01   0.805091E+05   0.271792E+02
  2204   0.129390E+03   0.644717E+01  -0.127237E+01   0.804431E+05   0.265146E+02
  2205   0.128774E+03   0.646880E+01  -0.135325E+01   0.803772E+05   0.258245E+02
  2206   0.128166E+03   0.648990E+01  -0.143575E+01   0.803113E+05   0.251100E+02
  2207   0.127567E+03   0.651046E+01  -0.151980E+01   0.802456E+05   0.243722E+02
  2208   0.126976E+03   0.653046E+01  -0.160535E+01   0.801799E+05   0.236124E+02
  2209   0.126394E+03   0.654989E+01  -0.169238E+01   0.801143E+05   0.228318E+02
  2210   0.125821E+03   0.656875E+01  -0.178082E+01   0.800487E+05   0.220315E+02
  2211   0.125256E+03   0.658704E+01  -0.187063E+01   0.799833E+05   0.212127E+02
  2212   0.124700E+03   0.660473E+01  -0.196176E+01   0.799179E+05   0.203765E+02
  2213   0.124153E+03   0.662182E+01  -0.205416E+01   0.798526E+05   0.195242E+02
  2214   0.123614E+03   0.663832E+01  -0.214779E+01   0.797874E+05   0.186569E+02
  2215   0.123084E+03   0.665420E+01  -0.224259E+01   0.797222E+05   0.177759E+02
  2216   0.122564E+03   0.666945E+01  -0.233851E+01   0.796572E+05   0.168822E+02
  2217   0.122052E+03   0.668408E+01  -0.243550E+01   0.795922E+05   0.159771E+02
  2218   0.121550E+03   0.669808E+01  -0.253352E+01   0.795272E+05   0.150618E+02
  2219   0.121055E+03   0.671144E+01  -0.263251E+01   0.794624E+05   0.141373E+02
  2220   0.120571E+03   0.672417E+01  -0.273243E+01   0.793976E+05   0.132050E+02
  2221   0.120095E+03   0.673624E+01  -0.283323E+01   0.793329E+05   0.122660E+02
  2222   0.119628E+03   0.674765E+01  -0.293484E+01   0.792683E+05   0.113214E+02
  2223   0.119171E+03   0.675842E+01  -0.303724E+01   0.792038E+05   0.103724E+02
  2224   0.118722E+03   0.676851E+01  -0.314036E+01   0.791393E+05   0.942027E+01
  2225   0.118282E+03   0.677793E+01  -0.324417E+01   0.790749E+05   0.846613E+01
  2226   0.117851E+03   0.678668E+01  -0.334860E+01   0.790106E+05   0.751115E+01
  2227   0.117429E+03   0.679474E+01  -0.345361E+01   0.789463E+05   0.655652E+01
  2228   0.117017E+03   0.680212E+01  -0.355916E+01   0.788822E+05   0.560342E+01
  2229   0.116612E+03   0.680880E+01  -0.366518E+01   0.788181E+05   0.465303E+01
  2230   0.116217E+03   0.681479E+01  -0.377164E+01   0.787540E+05   0.370652E+01
  2231   0.115831E+03   0.682008E+01  -0.387847E+01   0.786901E+05   0.276507E+01
  2232   0.115454E+03   0.682467E+01  -0.398565E+01   0.786262E+05   0.182986E+01
  2233   0.115086E+03   0.682856E+01  -0.409310E+01   0.785624E+05   0.902075E+00
  2234   0.114726E+03   0.683176E+01  -0.420079E+01   0.784987E+05  -0.171161E-01
  2235   0.114375E+03   0.683425E+01  -0.430866E+01   0.784351E+05  -0.926532E+00
  2236   0.114034E+03   0.683605E+01  -0.441666E+01   0.783715E+05  -0.182499E+01
  2237   0.113701E+03   0.683714E+01  -0.452474E+01   0.783080E+05  -0.271132E+01
  2238   0.113377E+03   0.683754E+01  -0.463286E+01   0.782446E+05  -0.358434E+01
  2239   0.113060E+03   0.683723E+01  -0.474096E+01   0.781812E+05  -0.444287E+01
  2240   0.112754E+03   0.683623E+01  -0.484902E+01   0.781179E+05  -0.528574E+01
  2241   0.112455E+03   0.683452E+01  -0.495696E+01   0.780547E+05  -0.611176E+01
  2242   0.112165E+03   0.683210E+01  -0.506476E+01   0.779916E+05  -0.691975E+01
  2243   0.111884E+03   0.682899E+01  -0.517235E+01   0.779285E+05  -0.770855E+01
  2244   0.111611E+03   0.682516E+01  -0.527970E+01   0.778656E+05  -0.847696E+01
  2245   0.111346E+03   0.682061E+01  -0.538676E+01   0.778027E+05  -0.922382E+01
  2246   0.111089E+03   0.681537E+01  -0.549349E+01   0.777398E+05  -0.994794E+01
  2247   0.110841E+03   0.680943E+01  -0.559984E+01   0.776771E+05  -0.106481E+02
  2248   0.110601E+03   0.680279E+01  -0.570575E+01   0.776144E+05  -0.113233E+02
  2249   0.110369E+03   0.679544E+01  -0.581121E+01   0.775517E+05  -0.119721E+02
  2250   0.110145E+03   0.678740E+01  -0.591615E+01   0.774892E+05  -0.125935E+02
  2251   0.109929E+03   0.677867E+01  -0.602054E+01   0.774267E+05  -0.131865E+02
  2252   0.109721E+03   0.676924E+01  -0.612432E+01   0.773643E+05  -0.137511E+02
  2253   0.109520E+03   0.675912E+01  -0.622746E+01   0.773020E+05  -0.142874E+02
  2254   0.109327E+03   0.674832E+01  -0.632993E+01   0.772398E+05  -0.147958E+02
  2255   0.109141E+03   0.673681E+01  -0.643166E+01   0.771776E+05  -0.152763E+02
  2256   0.108963E+03   0.672463E+01  -0.653265E+01   0.771155E+05  -0.157293E+02
  2257   0.108793E+03   0.671176E+01  -0.663282E+01   0.770534E+05  -0.161548E+02
  2258   0.108630E+03   0.669820E+01  -0.673215E+01   0.769915E+05  -0.165532E+02
  2259   0.108474E+03   0.668397E+01  -0.683061E+01   0.769296E+05  -0.169246E+02
  2260   0.108325E+03   0.666908E+01  -0.692814E+01   0.768678E+05  -0.172692E+02
  2261   0.108183E+03   0.665351E+01  -0.702471E+01   0.768060E+05  -0.175872E+02
  2262   0.108049E+03   0.663730E+01  -0.712030E+01   0.767443E+05  -0.178789E+02
  2263   0.107920E+03   0.662045E+01  -0.721486E+01   0.766827E+05  -0.181444E+02
  2264   0.107799E+03   0.660295E+01  -0.730835E+01   0.766212E+05  -0.183840E+02
  2265   0.107684E+03   0.658483E+01  -0.740073E+01   0.765597E+05  -0.185978E+02
  2266   0.107576E+03   0.656607E+01  -0.749202E+01   0.764984E+05  -0.187861E+02
  2267   0.107474E+03   0.654671E+01  -0.758208E+01   0.764370E+05  -0.189490E+02
  2268   0.107378E+03   0.652673E+01  -0.767095E+01   0.763758E+05  -0.190868E+02
  2269   0.107289E+03   0.650615E+01  -0.775856E+01   0.763146E+05  -0.191997E+02
  2270   0.107205E+03   0.648497E+01  -0.784498E+01   0.762535E+05  -0.192879E+02
  2271   0.107128E+03   0.646319E+01  -0.793007E+01   0.761925E+05  -0.193515E+02
  2272   0.107056E+03   0.644083E+01  -0.801382E+01   0.761315E+05  -0.193909E+02
  2273   0.106991E+03   0.641789E+01  -0.809624E+01   0.760706E+05  -0.194062E+02
  2274   0.106930E+03   0.639437E+01  -0.817724E+01   0.760098E+05  -0.193975E+02
  2275   0.106875E+03   0.637031E+01  -0.825684E+01   0.759490E+05  -0.193652E+02
  2276   0.106826E+03   0.634569E+01  -0.833502E+01   0.758883E+05  -0.193094E+02
  2277   0.106781E+03   0.632052E+01  -0.841172E+01   0.758277E+05  -0.192303E+02
  2278   0.106742E+03   0.629484E+01  -0.848693E+01   0.757672E+05  -0.191281E+02
  2279   0.106708E+03   0.626862E+01  -0.856066E+01   0.757067E+05  -0.190031E+02
  2280   0.106678E+03   0.624189E+01  -0.863283E+01   0.756463E+05  -0.188554E+02
  2281   0.106654E+03   0.621465E+01  -0.870337E+01   0.755860E+05  -0.186853E+02
  2282   0.106634E+03   0.618692E+01  -0.877235E+01   0.755257E+05  -0.184929E+02
  2283   0.106617E+03   0.615870E+01  -0.883977E+01   0.754655E+05  -0.182785E+02
  2284   0.106606E+03   0.612999E+01  -0.890548E+01   0.754053E+05  -0.180423E+02
  2285   0.106599E+03   0.610081E+01  -0.896956E+01   0.753453E+05  -0.177844E+02
  2286   0.106595E+03   0.607117E+01  -0.903193E+01   0.752853E+05  -0.175050E+02
  2287   0.106596E+03   0.604108E+01  -0.909267E+01   0.752254E+05  -0.172045E+02
  2288   0.106601E+03   0.601054E+01  -0.915162E+01   0.751655E+05  -0.168830E+02
  2289   0.106609E+03   0.597958E+01  -0.920887E+01   0.751057E+05  -0.165406E+02
  2290   0.106621E+03   0.594820E+01  -0.926433E+01   0.750460E+05  -0.161777E+02
  2291   0.106635E+03   0.591642E+01  -0.931809E+01   0.749863E+05  -0.157943E+02
  2292   0.106654E+03   0.588424E+01  -0.937007E+01   0.749268E+05  -0.153908E+02
  2293   0.106675E+03   0.585169E+01  -0.942018E+01   0.748672E+05  -0.149673E+02
  2294   0.106700E+03   0.581877E+01  -0.946860E+01   0.748078E+05  -0.145240E+02
  2295   0.106728E+03   0.578548E+01  -0.951508E+01   0.747484E+05  -0.140611E+02
  2296   0.106757E+03   0.575185E+01  -0.955977E+01   0.746891E+05  -0.135789E+02
  2297   0.106790E+03   0.571788E+01  -0.960262E+01   0.746298E+05  -0.130775E+02
  2298   0.106825E+03   0.568358E+01  -0.964367E+01   0.745707E+05  -0.125571E+02
  2299   0.106863E+03   0.564896E+01  -0.968280E+01   0.745115E+05  -0.120180E+02
  2300   0.106902E+03   0.561404E+01  -0.972000E+01   0.744525E+05  -0.114604E+02
  2301   0.106944E+03   0.557881E+01  -0.975542E+01   0.743935E+05  -0.108846E+02
  2302   0.106988E+03   0.554331E+01  -0.978883E+01   0.743346E+05  -0.102917E+02
  2303   0.107033E+03   0.550752E+01  -0.982045E+01   0.742757E+05  -0.968318E+01
  2304   0.107080E+03   0.547147E+01  -0.985008E+01   0.742170E+05  -0.906024E+01
  2305   0.107129E+03   0.543518E+01  -0.987784E+01   0.741582E+05  -0.842419E+01
  2306   0.107178E+03   0.539864E+01  -0.990368E+01   0.740996E+05  -0.777636E+01
  2307   0.107230E+03   0.536188E+01  -0.992758E+01   0.740410E+05  -0.711806E+01
  2308   0.107282E+03   0.532490E+01  -0.994956E+01   0.739825E+05  -0.645059E+01
  2309   0.107335E+03   0.528771E+01  -0.996960E+01   0.739240E+05  -0.577527E+01
  2310   0.107389E+03   0.525034E+01  -0.998778E+01   0.738656E+05  -0.509341E+01
  2311   0.107444E+03   0.521278E+01  -0.100040E+02   0.738073E+05  -0.440631E+01
  2312   0.107499E+03   0.517506E+01  -0.100183E+02   0.737491E+05  -0.371529E+01
  2313   0.107555E+03   0.513717E+01  -0.100307E+02   0.736909E+05  -0.302166E+01
  2314   0.107612E+03   0.509915E+01  -0.100412E+02   0.736328E+05  -0.232672E+01
  2315   0.107669E+03   0.506099E+01  -0.100497E+02   0.735747E+05  -0.163180E+01
  2316   0.107725E+03   0.502270E+01  -0.100564E+02   0.735167E+05  -0.938193E+00
  2317   0.107782E+03   0.498432E+01  -0.100612E+02   0.734588E+05  -0.247218E+00
  2318   0.107839E+03   0.494582E+01  -0.100640E+02   0.734009E+05   0.439817E+00
  2319   0.107894E+03   0.490724E+01  -0.100649E+02   0.733431E+05   0.112160E+01
  2320   0.107950E+03   0.486859E+01  -0.100640E+02   0.732854E+05   0.179682E+01
  2321   0.108006E+03   0.482986E+01  -0.100612E+02   0.732277E+05   0.246418E+01
  2322   0.108060E+03   0.479110E+01  -0.100565E+02   0.731701E+05   0.312235E+01
  2323   0.108114E+03   0.475228E+01  -0.100499E+02   0.731126E+05   0.377002E+01
  2324   0.108167E+03   0.471345E+01  -0.100415E+02   0.730551E+05   0.440590E+01
  2325   0.108220E+03   0.467460E+01  -0.100313E+02   0.729977E+05   0.502866E+01
  2326   0.108270E+03   0.463575E+01  -0.100193E+02   0.729403E+05   0.563699E+01
  2327   0.108320E+03   0.459692E+01  -0.100054E+02   0.728831E+05   0.622960E+01
  2328   0.108369E+03   0.455812E+01  -0.998979E+01   0.728258E+05   0.680515E+01
  2329   0.108417E+03   0.451934E+01  -0.997239E+01   0.727687E+05   0.736236E+01
  2330   0.108462E+03   0.448063E+01  -0.995321E+01   0.727116E+05   0.789989E+01
  2331   0.108506E+03   0.444197E+01  -0.993233E+01   0.726546E+05   0.841645E+01
  2332   0.108549E+03   0.440339E+01  -0.990966E+01   0.725976E+05   0.891073E+01
  2333   0.108590E+03   0.436487E+01  -0.988528E+01   0.725407E+05   0.938141E+01
  2334   0.108629E+03   0.432646E+01  -0.985919E+01   0.724839E+05   0.982718E+01
  2335   0.108665E+03   0.428815E+01  -0.983140E+01   0.724271E+05   0.102467E+02
  2336   0.108700E+03   0.424994E+01  -0.980197E+01   0.723704E+05   0.106388E+02
  2337   0.108733E+03   0.421186E+01  -0.977090E+01   0.723138E+05   0.110019E+02
  2338   0.108763E+03   0.417391E+01  -0.973813E+01   0.722572E+05   0.113350E+02
  2339   0.108791E+03   0.413611E+01  -0.970379E+01   0.722007E+05   0.116365E+02
  2340   0.108816E+03   0.409847E+01  -0.966790E+01   0.721442E+05   0.119054E+02
  2341   0.108839E+03   0.406100E+01  -0.963037E+01   0.720878E+05   0.121401E+02
  2342   0.108859E+03   0.402370E+01  -0.959128E+01   0.720315E+05   0.123394E+02
  2343   0.108876E+03   0.398660E+01  -0.955070E+01   0.719752E+05   0.125020E+02
  2344   0.108891E+03   0.394969E+01  -0.950864E+01   0.719190E+05   0.126267E+02
  2345   0.108902E+03   0.391299E+01  -0.946502E+01   0.718629E+05   0.127120E+02
  2346   0.108911E+03   0.387650E+01  -0.941999E+01   0.718068E+05   0.127566E+02
  2347   0.108917E+03   0.384024E+01  -0.937346E+01   0.717508E+05   0.127594E+02
  2348   0.108919E+03   0.380422E+01  -0.932553E+01   0.716948E+05   0.127188E+02
  2349   0.108918E+03   0.376843E+01  -0.927619E+01   0.716389E+05   0.126337E+02
  2350   0.108913E+03   0.373291E+01  -0.922551E+01   0.715831E+05   0.125028E+02
  2351   0.108906E+03   0.369765E+01  -0.917341E+01   0.715274E+05   0.123251E+02
  2352   0.108895E+03   0.366265E+01  -0.912005E+01   0.714717E+05   0.121018E+02
  2353   0.108881E+03   0.362794E+01  -0.906536E+01   0.714160E+05   0.118344E+02
  2354   0.108862E+03   0.359353E+01  -0.900947E+01   0.713604E+05   0.115246E+02
  2355   0.108841E+03   0.355941E+01  -0.895225E+01   0.713049E+05   0.111739E+02
  2356   0.108815E+03   0.352561E+01  -0.889384E+01   0.712495E+05   0.107838E+02
  2357   0.108787E+03   0.349212E+01  -0.883431E+01   0.711941E+05   0.103560E+02
  2358   0.108753E+03   0.345896E+01  -0.877359E+01   0.711387E+05   0.989193E+01
  2359   0.108717E+03   0.342613E+01  -0.871176E+01   0.710835E+05   0.939325E+01
  2360   0.108676E+03   0.339365E+01  -0.864874E+01   0.710282E+05   0.886149E+01
  2361   0.108632E+03   0.336150E+01  -0.858475E+01   0.709731E+05   0.829824E+01
  2362   0.108583E+03   0.332972E+01  -0.851965E+01   0.709180E+05   0.770506E+01
  2363   0.108531E+03   0.329829E+01  -0.845358E+01   0.708630E+05   0.708351E+01
  2364   0.108474E+03   0.326723E+01  -0.838647E+01   0.708080E+05   0.643517E+01
  2365   0.108413E+03   0.323655E+01  -0.831846E+01   0.707531E+05   0.576161E+01
  2366   0.108348E+03   0.320625E+01  -0.824949E+01   0.706983E+05   0.506439E+01
  2367   0.108279E+03   0.317633E+01  -0.817963E+01   0.706435E+05   0.434508E+01
  2368   0.108205E+03   0.314682E+01  -0.810887E+01   0.705888E+05   0.360525E+01
  2369   0.108128E+03   0.311770E+01  -0.803738E+01   0.705341E+05   0.284648E+01
  2370   0.108046E+03   0.308899E+01  -0.796498E+01   0.704795E+05   0.207032E+01
  2371   0.107960E+03   0.306070E+01  -0.789185E+01   0.704250E+05   0.127835E+01
  2372   0.107869E+03   0.303283E+01  -0.781797E+01   0.703705E+05   0.472133E+00
  2373   0.107775E+03   0.300537E+01  -0.774342E+01   0.703160E+05  -0.346758E+00
  2374   0.107676E+03   0.297836E+01  -0.766820E+01   0.702617E+05  -0.117676E+01
  2375   0.107573E+03   0.295177E+01  -0.759231E+01   0.702074E+05  -0.201630E+01
  2376   0.107465E+03   0.292562E+01  -0.751582E+01   0.701531E+05  -0.286380E+01
  2377   0.107352E+03   0.289992E+01  -0.743874E+01   0.700990E+05  -0.371771E+01
  2378   0.107236E+03   0.287467E+01  -0.736111E+01   0.700448E+05  -0.457645E+01
  2379   0.107115E+03   0.284987E+01  -0.728297E+01   0.699908E+05  -0.543846E+01
  2380   0.106990E+03   0.282552E+01  -0.720436E+01   0.699368E+05  -0.630216E+01
  2381   0.106860E+03   0.280164E+01  -0.712529E+01   0.698828E+05  -0.716599E+01
  2382   0.106726E+03   0.277821E+01  -0.704580E+01   0.698289E+05  -0.802838E+01
  2383   0.106587E+03   0.275526E+01  -0.696591E+01   0.697751E+05  -0.888776E+01
  2384   0.106443E+03   0.273278E+01  -0.688567E+01   0.697213E+05  -0.974256E+01
  2385   0.106296E+03   0.271078E+01  -0.680509E+01   0.696676E+05  -0.105912E+02
  2386   0.106144E+03   0.268924E+01  -0.672422E+01   0.696140E+05  -0.114321E+02
  2387   0.105987E+03   0.266819E+01  -0.664309E+01   0.695604E+05  -0.122638E+02
  2388   0.105827E+03   0.264762E+01  -0.656173E+01   0.695069E+05  -0.130846E+02
  2389   0.105662E+03   0.262754E+01  -0.648018E+01   0.694534E+05  -0.138930E+02
  2390   0.105492E+03   0.260794E+01  -0.639847E+01   0.694000E+05  -0.146874E+02
  2391   0.105318E+03   0.258884E+01  -0.631664E+01   0.693466E+05  -0.154662E+02
  2392   0.105140E+03   0.257023E+01  -0.623471E+01   0.692933E+05  -0.162279E+02
  2393   0.104958E+03   0.255211E+01  -0.615272E+01   0.692401E+05  -0.169709E+02
  2394   0.104771E+03   0.253449E+01  -0.607069E+01   0.691869E+05  -0.176936E+02
  2395   0.104580E+03   0.251737E+01  -0.598865E+01   0.691338E+05  -0.183945E+02
  2396   0.104386E+03   0.250073E+01  -0.590665E+01   0.690807E+05  -0.190721E+02
  2397   0.104186E+03   0.248461E+01  -0.582469E+01   0.690277E+05  -0.197246E+02
  2398   0.103983E+03   0.246898E+01  -0.574282E+01   0.689747E+05  -0.203506E+02
  2399   0.103775E+03   0.245384E+01  -0.566106E+01   0.689218E+05  -0.209485E+02
  2400   0.103564E+03   0.243921E+01  -0.557945E+01   0.688690E+05  -0.215167E+02
  2401   0.103347E+03   0.242507E+01  -0.549801E+01   0.688162E+05  -0.220537E+02
  2402   0.103128E+03   0.241143E+01  -0.541678E+01   0.687635E+05  -0.225585E+02
  2403   0.102904E+03   0.239829E+01  -0.533578E+01   0.687108E+05  -0.230300E+02
  2404   0.102676E+03   0.238564E+01  -0.525504E+01   0.686582E+05  -0.234671E+02
  2405   0.102444E+03   0.237350E+01  -0.517460E+01   0.686057E+05  -0.238689E+02
  2406   0.102209E+03   0.236185E+01  -0.509448E+01   0.685532E+05  -0.242342E+02
  2407   0.101969E+03   0.235070E+01  -0.501471E+01   0.685007E+05  -0.245621E+02
  2408   0.101726E+03   0.234004E+01  -0.493532E+01   0.684484E+05  -0.248515E+02
  2409   0.101479E+03   0.232986E+01  -0.485632E+01   0.683960E+05  -0.251014E+02
  2410   0.101227E+03   0.232019E+01  -0.477776E+01   0.683438E+05  -0.253107E+02
  2411   0.100973E+03   0.231100E+01  -0.469965E+01   0.682916E+05  -0.254785E+02
  2412   0.100715E+03   0.230229E+01  -0.462202E+01   0.682394E+05  -0.256037E+02
  2413   0.100453E+03   0.229407E+01  -0.454490E+01   0.681873E+05  -0.256852E+02
  2414   0.100188E+03   0.228633E+01  -0.446832E+01   0.681353E+05  -0.257221E+02
  2415   0.999184E+02   0.227907E+01  -0.439230E+01   0.680833E+05  -0.257132E+02
  2416   0.996464E+02   0.227228E+01  -0.431687E+01   0.680314E+05  -0.256576E+02
  2417   0.993706E+02   0.226597E+01  -0.424206E+01   0.679795E+05  -0.255542E+02
  2418   0.990918E+02   0.226013E+01  -0.416789E+01   0.679277E+05  -0.254020E+02
  2419   0.988094E+02   0.225477E+01  -0.409438E+01   0.678759E+05  -0.251999E+02
  2420   0.985247E+02   0.224986E+01  -0.402156E+01   0.678242E+05  -0.249470E+02
  2421   0.982363E+02   0.224541E+01  -0.394944E+01   0.677725E+05  -0.246422E+02
  2422   0.979449E+02   0.224142E+01  -0.387807E+01   0.677209E+05  -0.242844E+02
  2423   0.976513E+02   0.223788E+01  -0.380745E+01   0.676694E+05  -0.238726E+02
  2424   0.973540E+02   0.223479E+01  -0.373761E+01   0.676179E+05  -0.234059E+02
  2425   0.970545E+02   0.223215E+01  -0.366857E+01   0.675665E+05  -0.228831E+02
  2426   0.967520E+02   0.222995E+01  -0.360034E+01   0.675151E+05  -0.223032E+02
  2427   0.964466E+02   0.222818E+01  -0.353296E+01   0.674638E+05  -0.216652E+02
  2428   0.961389E+02   0.222684E+01  -0.346644E+01   0.674125E+05  -0.209680E+02
  2429   0.958290E+02   0.222593E+01  -0.340080E+01   0.673613E+05  -0.202107E+02
  2430   0.955161E+02   0.222544E+01  -0.333606E+01   0.673102E+05  -0.193922E+02
  2431   0.952011E+02   0.222537E+01  -0.327224E+01   0.672591E+05  -0.185114E+02
  2432   0.948838E+02   0.222571E+01  -0.320936E+01   0.672080E+05  -0.175673E+02
  2433   0.945643E+02   0.222645E+01  -0.314744E+01   0.671570E+05  -0.165590E+02
  2434   0.942433E+02   0.222760E+01  -0.308649E+01   0.671061E+05  -0.154853E+02
  2435   0.939193E+02   0.222914E+01  -0.302653E+01   0.670552E+05  -0.143452E+02
  2436   0.935939E+02   0.223107E+01  -0.296759E+01   0.670044E+05  -0.131377E+02
  2437   0.932663E+02   0.223339E+01  -0.290967E+01   0.669536E+05  -0.118617E+02
  2438   0.929372E+02   0.223609E+01  -0.285278E+01   0.669029E+05  -0.105163E+02
  2439   0.926058E+02   0.223915E+01  -0.279694E+01   0.668522E+05  -0.910037E+01
  2440   0.922730E+02   0.224258E+01  -0.274218E+01   0.668016E+05  -0.761289E+01
